id,city,type
bldg_2d6c69a7-b9e3-4005-8737-f9303d86e4f1_lod2,kyoto,6
bldg_2d889466-047f-403e-89ee-acfdfc8595b1_lod2,kyoto,6
bldg_2d8eecbb-8456-4caf-8970-b2408f3d4dfb_lod2,kyoto,3
bldg_2d90d1af-8147-4ac8-b31f-72d0fb5e20c5_lod2,kyoto,3
bldg_2db99422-6d04-4a3d-8e23-22ee9ef0e784_lod2,kyoto,6
bldg_2dc7b9e2-fbfd-4137-8360-2c4e5230e8eb_lod2,kyoto,6
bldg_2df0f271-1352-4636-8f2a-c6efbc01c1aa_lod2,kyoto,7
bldg_2df494e7-f67f-4950-bcbf-4d4ccaa6d872_lod2,kyoto,6
bldg_2df9b40b-95fe-49fe-8c48-b0d317667f32_lod2,kyoto,3
bldg_2e0bba38-f3bc-4ac8-ad67-4ca8e883b045_lod2,kyoto,3
bldg_2e10a303-3504-4475-858e-0353801e33ca_lod2,kyoto,3
bldg_2e2c0829-950c-48e2-9197-8b2b7c0d5bf5_lod2,kyoto,6
bldg_2e360316-bb8c-4743-b956-1b54b94e98ea_lod2,kyoto,3
bldg_2e366b29-8038-429e-ba26-7984c6c4b206_lod2,kyoto,6
bldg_2e6b46e4-9649-41c3-afc6-9e721aa0040a_lod2,kyoto,6
bldg_2e6c5faa-e52c-4c21-b72c-c7af405b69d1_lod2,kyoto,7
bldg_2e8160d2-dc31-4fbe-a214-afa28f1544f6_lod2,kyoto,3
bldg_2e8cc174-9dcd-4032-9c90-ff2156e09770_lod2,kyoto,6
bldg_2e8d1368-3ac6-4027-a3d0-6d7f4bceefb4_lod2,kyoto,2
bldg_2e9a0a1f-3661-43f0-b85c-29931af58d8e_lod2,kyoto,6
bldg_2eb6bf4e-a48e-4b27-b9e9-4116ce109c20_lod2,kyoto,6
bldg_2ebd4989-2556-4e49-900f-396b26e0a428_lod2,kyoto,6
bldg_2ebdf7ba-e327-4a19-8cb3-6d819ef830de_lod2,kyoto,3
bldg_2ee58733-f7df-430c-9001-3511d30a5029_lod2,kyoto,2
bldg_2eef3774-4ddd-4753-95bc-2250da766f62_lod2,kyoto,6
bldg_2ef30235-e5b6-4550-873c-b9ff79c4ab21_lod2,kyoto,6
bldg_2ef36541-fb6e-40e7-9450-e4eab3eea5d2_lod2,kyoto,6
bldg_2efff303-2ff0-4eb8-bcb5-8f1a046c0b87_lod2,kyoto,3
bldg_2f0bdccb-c9a1-4004-a455-97e572afcfb0_lod2,kyoto,7
bldg_2f33eeae-777c-4193-97cf-f6bf96714a3a_lod2,kyoto,6
bldg_2f3b12ea-3c7b-4a54-91ae-666aedb1a655_lod2,kyoto,3
bldg_2f3dca62-6fc6-4587-bf54-051767f19401_lod2,kyoto,3
bldg_2f3efb8a-d64e-450c-b593-ab28317d88d2_lod2,kyoto,6
bldg_2f424a56-b5bc-4904-87b7-e7070c6bf6ec_lod2,kyoto,6
bldg_2f557099-e1be-4796-a714-f1c9b7c1673d_lod2,kyoto,6
bldg_2f5d703f-47de-48c5-95d9-69381da97455_lod2,kyoto,3
bldg_2f5da601-9f93-4d22-9a93-ddf9787f85a0_lod2,kyoto,3
bldg_2f6e44e2-70b5-4ecd-ad53-96e6db9256dd_lod2,kyoto,3
bldg_2f7d1c4e-8fba-423d-9e79-c7740769379a_lod2,kyoto,6
bldg_2f7e19d0-4123-4f48-bd01-1d546054f81c_lod2,kyoto,2
bldg_2f9a0362-79bd-4dfb-90b3-320d431dab3c_lod2,kyoto,6
bldg_2fc1dbe4-219c-4f20-b7f6-7773699e6b18_lod2,kyoto,6
bldg_2fce61bb-8b1a-414f-87e2-94e72e2dc771_lod2,kyoto,3
bldg_2fd561c4-b123-48d2-b5be-cd11ea9a23bb_lod2,kyoto,3
bldg_3a0f8c87-a96f-4105-864e-b8a46cf7c97e_lod2,kyoto,5
bldg_3a1402ce-9ed9-4c72-8544-70c69c596082_lod2,kyoto,3
bldg_3a1ce5f8-4c20-4cd9-86e7-4706a4801560_lod2,kyoto,3
bldg_3a2240d2-57b9-4082-8534-3e53c59278a9_lod2,kyoto,2
bldg_3a27da27-240e-4fae-94dc-a7255f8206aa_lod2,kyoto,6
bldg_3a291ae5-e0da-4f6c-9853-b84934cfdd2d_lod2,kyoto,7
bldg_3a37a5d9-6e82-41ec-923a-8b6d66dc7358_lod2,kyoto,1
bldg_3a37ae8f-ce2b-4065-b1c9-a416d2b8e41d_lod2,kyoto,7
bldg_3a3cdbba-751e-4ac2-a78e-7dd805201445_lod2,kyoto,6
bldg_3a538e5f-9c00-4b43-a7f0-2ab0116bd7b8_lod2,kyoto,3
bldg_3a647c77-f47f-4786-9e94-5d7dec600dd5_lod2,kyoto,6
bldg_3a649684-5a6e-4013-910c-93df5cb8054d_lod2,kyoto,6
bldg_3a7405df-c43e-415f-8594-50264855a3cd_lod2,kyoto,6
bldg_3a7b1f22-f5cc-410c-8452-b9ac151d6bf3_lod2,kyoto,6
bldg_3a7c6ab1-4fcc-4ae1-aabd-56709a9c7d9d_lod2,kyoto,3
bldg_3a80ce5f-e0ea-4735-821f-f118a77f0cd4_lod2,kyoto,6
bldg_3a8736c4-639e-4075-810e-a7e0cc376253_lod2,kyoto,7
bldg_3a8b5491-a89d-462b-ae95-4fe8e5e3db2c_lod2,kyoto,6
bldg_3ac251a6-a8ac-495f-a2f1-6c71808c8e53_lod2,kyoto,3
bldg_3ad02ddc-d63b-43ae-8590-26e996ee8795_lod2,kyoto,5
bldg_3ad2c300-05db-40a8-b783-beca7ab86645_lod2,kyoto,2
bldg_3adfbe55-c8a8-4765-b94c-8fd12c1993f3_lod2,kyoto,6
bldg_3b22dd92-5647-4006-9089-7d26a0bd9928_lod2,kyoto,3
bldg_3b3386ed-7eb5-4499-9a16-4f5e6721beca_lod2,kyoto,5
bldg_3b4b12b6-e847-4291-bf58-a9f34ab78f59_lod2,kyoto,3
bldg_3b4fbb09-3c36-4120-828f-29c1ae38cc91_lod2,kyoto,6
bldg_3b553df6-03e8-43e2-8c13-b60b13f47890_lod2,kyoto,2
bldg_3b629a94-fec6-415f-abaa-a1ded148097b_lod2,kyoto,5
bldg_3b6b9213-dce6-478c-be11-c07b180557af_lod2,kyoto,6
bldg_3b75f7e6-3bcf-495a-b76e-2fb67ce45a82_lod2,kyoto,6
bldg_3b7a2900-b854-4a8e-9f38-12a8f9d7d7e7_lod2,kyoto,3
bldg_3b8197bb-0efb-4f5f-92a6-f1b79fb04325_lod2,kyoto,3
bldg_3b899c3e-2bee-4351-9679-b57509792f44_lod2,kyoto,3
bldg_3b8ca86f-9f55-4f5a-a0aa-72b43e7cdbc3_lod2,kyoto,6
bldg_3b93a8c3-aee3-4413-a454-ff92a0b55f64_lod2,kyoto,3
bldg_3ba52823-c547-4b31-aced-1a19b9fa86e9_lod2,kyoto,7
bldg_3ba6a61e-1d0b-4a4b-8d44-d2fb68308bc9_lod2,kyoto,3
bldg_3badbdfd-d3a6-4be3-95dc-e38bb62a3d71_lod2,kyoto,3
bldg_3bb571b1-1810-47ee-91d2-6171fa967f63_lod2,kyoto,3
bldg_3bda931a-3a59-4983-8596-23feb1058ff9_lod2,kyoto,6
bldg_3be7ba9b-f304-4c7d-9dbf-03dfef8a595e_lod2,kyoto,5
bldg_3bf1f157-7fae-40a5-afd8-8eb9b4f6539b_lod2,kyoto,6
bldg_3bf37b66-8aee-46aa-99f3-66acaeacdf81_lod2,kyoto,2
bldg_3c14dda8-220c-4dc5-ac50-8526f22a3970_lod2,kyoto,6
bldg_3c1ec73a-3d46-48e7-98ba-b91835b120e5_lod2,kyoto,6
bldg_3c36dbe4-1695-46c6-8122-e7a9a3d520d5_lod2,kyoto,3
bldg_3c3718f7-46c7-49c0-b2f3-8d83f5701672_lod2,kyoto,6
bldg_3c4d26ca-cf9f-4ced-b2e0-7f2f05ed2b25_lod2,kyoto,3
bldg_3c688b5b-82fc-48a4-a5b9-3aaf5de0423a_lod2,kyoto,7
bldg_3c7a8278-8dbc-4eba-a569-a01b511a8460_lod2,kyoto,3
bldg_3c9cda02-d4f2-4df8-ab9e-e5517eb4b141_lod2,kyoto,3
bldg_3cd15bbe-cc37-431f-ac91-3ed95b96a80c_lod2,kyoto,6
bldg_3cd66971-980f-456e-90a2-91410dff223d_lod2,kyoto,6
bldg_3cebaab9-ea67-4bcc-8982-5bfbcd6826a0_lod2,kyoto,7
bldg_3cf96a6d-c54a-4938-942d-4004b9807595_lod2,kyoto,3
bldg_3cf9db0a-71a6-4bd4-aa5b-1fd0c5bf9fe7_lod2,kyoto,6
bldg_3d05ebd4-a1b5-41f9-949a-977a8198edfc_lod2,kyoto,5
bldg_3d0ff01b-422c-440d-b455-0ae2d16ac5e5_lod2,kyoto,6
bldg_3d3c135d-5fb4-4598-a72e-cb02d7148504_lod2,kyoto,3
bldg_3d3ec7be-1fa3-4039-937a-275b4c68ea5f_lod2,kyoto,6
bldg_3d5346a0-d4ac-46de-b438-150f62f51812_lod2,kyoto,3
bldg_3d7749f2-75f0-4e22-9cbf-3003dd209d0e_lod2,kyoto,6
bldg_3d77bf0d-97f0-4e85-8085-0ca349eb42f9_lod2,kyoto,3
bldg_3d848bc8-484b-465c-9e83-c140f5371bce_lod2,kyoto,3
bldg_3d877470-cb40-48e1-909e-09eedb0141cf_lod2,kyoto,6
bldg_3d878cfa-a315-4962-a78a-c49fa8821387_lod2,kyoto,6
bldg_3d99ae3c-6884-4a19-97de-e1b69158a43b_lod2,kyoto,6
bldg_3da887ed-3a8a-4fde-958f-c0b3633f1a0f_lod2,kyoto,3
bldg_3daa6fa5-b2f9-4819-8d55-916db975d486_lod2,kyoto,7
bldg_3dc4560b-e2cf-499e-b81e-159dedbee4ad_lod2,kyoto,3
bldg_3dc9e504-9082-4e74-8679-2a38b6eb995a_lod2,kyoto,3
bldg_3ded06a3-bb3d-472d-8696-29729be599bb_lod2,kyoto,3
bldg_3e186bbc-c06d-4449-bb76-9c8cebfb2d6b_lod2,kyoto,7
bldg_3e29a487-b6e4-49c7-ba93-c9bd43d6f915_lod2,kyoto,6
bldg_3e42d826-1b73-492e-aa0a-e14e5a04f806_lod2,kyoto,6
bldg_3e5e4548-00c9-419b-8bf4-7c3905257c1c_lod2,kyoto,6
bldg_3e64ae2e-c81c-44bd-a074-1f2ecb780ab0_lod2,kyoto,6
bldg_3e661508-0041-410b-8617-d1123d6004cf_lod2,kyoto,6
bldg_3e7744e4-e5cc-49d1-af1f-b0f931de00f0_lod2,kyoto,3
bldg_3e843dc9-fa39-435b-a7bb-a9f98048bfc7_lod2,kyoto,6
bldg_3e8cbae0-cb56-445c-96ad-0d5a7273fa40_lod2,kyoto,3
bldg_3ec45142-3ab0-40e8-b69f-ba62d99f8e50_lod2,kyoto,6
bldg_3ec5c6d9-47a6-458a-b23a-06509720b71e_lod2,kyoto,6
bldg_3ec6b604-44e1-4150-a525-779032255a23_lod2,kyoto,6
bldg_3ee5dffc-e86e-422a-86ef-7bfbe86bf16c_lod2,kyoto,6
bldg_3eea2a5e-3097-4813-891b-96808338c111_lod2,kyoto,3
bldg_3ef11f42-41f6-4d50-a875-87a6f96f155a_lod2,kyoto,6
bldg_3f11eeb3-8e1f-4a13-9d1f-d9856d1864c4_lod2,kyoto,6
bldg_3f13e560-7b28-4341-aa5f-62f3d62c1201_lod2,kyoto,7
bldg_3f18953f-33e8-48e0-a19c-a34b23f6babd_lod2,kyoto,5
bldg_3f2685a7-0c55-49fd-864b-a1350f39f76b_lod2,kyoto,2
bldg_3f43ad2b-8705-4077-846e-b576f5fe4b60_lod2,kyoto,6
bldg_3f44100a-6d36-46f8-96a0-a4f13856ff8c_lod2,kyoto,6
bldg_3f512cdd-7b4f-450a-88dc-7a880c657fda_lod2,kyoto,3
bldg_3f75a77a-c96a-49d7-91ff-83411eaffdce_lod2,kyoto,3
bldg_3f889839-95c4-429d-b0f7-28318209f372_lod2,kyoto,3
bldg_3f97cc4e-33f9-4cf0-9b74-554a1ad5a875_lod2,kyoto,6
bldg_3f98602e-b09f-48d8-be2b-e3f118ac7756_lod2,kyoto,7
bldg_3fce1b27-1403-46d3-aa40-436862654c2b_lod2,kyoto,3
bldg_3fd4baf6-5686-46d1-89a7-845ab1d2676b_lod2,kyoto,3
bldg_3fd71c15-c873-4eda-b616-6a0da3536417_lod2,kyoto,7
bldg_3ff6ad95-4b67-43d8-bba9-a11f432d96be_lod2,kyoto,6
bldg_3ff84c52-6bd4-4b64-9d8b-cc6294826730_lod2,kyoto,7
bldg_4a021bed-bb5a-41a3-94c8-584af416dffe_lod2,kyoto,6
bldg_4a03ccb0-3e2e-46ad-9076-c970f45763d4_lod2,kyoto,6
bldg_4a1f24ff-cb72-4b6c-a33d-0e0dfc022b43_lod2,kyoto,3
bldg_4a30f018-0ecc-403f-a8b4-239bffaaf0d4_lod2,kyoto,3
bldg_4a37a048-7636-4100-a20c-84dd6cf7e7d9_lod2,kyoto,3
bldg_4a597e19-98f9-4a28-adcd-39efa0aa6ea6_lod2,kyoto,3
bldg_4a6278c1-27a9-4333-b96a-9fae05d29153_lod2,kyoto,3
bldg_4a78a2dc-af86-45be-a6bc-2dbbea861545_lod2,kyoto,6
bldg_4a8803fe-2326-4240-a9c8-3c635696ab2b_lod2,kyoto,6
bldg_4a939af9-d2c2-42bd-b663-d312c82d9a43_lod2,kyoto,6
bldg_4a94fbcf-15ce-40a4-b3d8-7af6791afb7c_lod2,kyoto,6
bldg_4aedb80a-b9c3-41ea-a60a-2c2f1bdc6987_lod2,kyoto,3
bldg_4af219c6-d6e3-4921-90cc-0477c2bb1da2_lod2,kyoto,7
bldg_4af8207a-c4c0-479b-8d52-c1d50c6540a9_lod2,kyoto,3
bldg_4b18aeb4-bff7-49ff-8775-23227c269eaa_lod2,kyoto,6
bldg_4b1c009c-bf21-4ed0-87c9-58b652078cc4_lod2,kyoto,6
bldg_4b45d372-a5ca-4ec7-a42e-c2c32fa6af8c_lod2,kyoto,3
bldg_4b4c9f97-6b85-44a3-a365-acce23723f71_lod2,kyoto,6
bldg_4b5aa052-62a4-4338-9459-d0b207e6b104_lod2,kyoto,2
bldg_4b691894-ad69-49db-80fa-0e7dbb6d43d3_lod2,kyoto,6
bldg_4b6aed7b-7b2d-4cee-b210-34ec67d7dc08_lod2,kyoto,6
bldg_4b730caa-a3dc-44a7-af2a-baa00cf481eb_lod2,kyoto,6
bldg_4b78239b-6b5e-4bd2-a8bf-2b63d1bdd686_lod2,kyoto,3
bldg_4b7f675d-8ebf-425d-b876-c4fa6233f13f_lod2,kyoto,3
bldg_4b7f9aff-877e-413d-935a-752f44a53507_lod2,kyoto,6
bldg_4b838f86-38f4-4300-96d1-c7a718be5f4f_lod2,kyoto,7
bldg_4b8e31bc-0bb5-4861-b788-25b7c8a1ce53_lod2,kyoto,6
bldg_4bacda8b-c7b3-4d5b-952c-7e5c769684a1_lod2,kyoto,6
bldg_4bbc899d-e4ff-489c-9a41-0901f3f0476a_lod2,kyoto,3
bldg_4bcc2743-98b2-423e-ace0-e2a910e5eb32_lod2,kyoto,6
bldg_4bccc08a-9ebb-40ea-811a-5f53d312a863_lod2,kyoto,2
bldg_4be1c5b7-6490-4b4a-a755-0eee407e961f_lod2,kyoto,5
bldg_4be1f78a-cf0d-43a2-846a-d137f8f3483d_lod2,kyoto,6
bldg_4bf486e2-833e-4348-b6bd-402d316357ee_lod2,kyoto,7
bldg_4c0bbee6-ba8a-4629-b639-0a02de0dab8f_lod2,kyoto,6
bldg_4c0cc65a-15dd-442f-93db-b989726d73af_lod2,kyoto,6
bldg_4c291959-afd2-4b2a-8654-6b264a21cab6_lod2,kyoto,3
bldg_4c2c0a4d-5aa4-44a3-99a3-b5b45b077223_lod2,kyoto,3
bldg_4c2f4e77-816d-4393-944c-81d7a9838a99_lod2,kyoto,7
bldg_4c37b686-0a22-49f7-b297-ae68950a4cee_lod2,kyoto,3
bldg_4c44adbf-f5de-4ef2-a4fb-8a232973f988_lod2,kyoto,3
bldg_4c594a62-6e11-42ca-b6a8-5eb52a277c4a_lod2,kyoto,6
bldg_4c5dac15-0ca4-4a29-baa4-ad13f5b1902a_lod2,kyoto,6
bldg_4c5fe9d6-5bbf-4031-8847-b498c0d1070a_lod2,kyoto,6
bldg_4c72368f-7187-4560-9dd0-ae649f1a9320_lod2,kyoto,6
bldg_4c770822-4d88-4f8e-b7d8-b5760be04b00_lod2,kyoto,6
bldg_4c91dc9d-f6e4-4660-aeb6-ac681c1606df_lod2,kyoto,3
bldg_4c998614-b68c-48d9-9492-bab2f0d6b64b_lod2,kyoto,3
bldg_4ca6a888-c742-403d-ba21-80d4dcfde6af_lod2,kyoto,2
bldg_4cdadee7-0db0-4deb-98a5-95e6e0674b5a_lod2,kyoto,6
bldg_4ce75046-cab3-475f-b9fc-3afdccefee2c_lod2,kyoto,6
bldg_4cffe06c-392b-40d1-930b-914941adbef0_lod2,kyoto,3
bldg_4d07e9e1-54b7-4c81-be16-f67c34239b36_lod2,kyoto,5
bldg_4d173829-10e7-46a8-a126-713533cc6b7d_lod2,kyoto,6
bldg_4d26a38d-5d76-41f0-8347-fe33c239f895_lod2,kyoto,3
bldg_4d2d42da-1e17-4797-b089-799c78e37cd9_lod2,kyoto,7
bldg_4d398183-2e4a-4b6d-afab-7615c1b74f43_lod2,kyoto,6
bldg_4d3f2527-4fe9-4d34-a95c-a0fc67d9946e_lod2,kyoto,3
bldg_4d4c8956-d641-437c-99ca-6ceb885beb49_lod2,kyoto,6
bldg_4d4fb678-3cf6-408d-9afa-6c49195157a6_lod2,kyoto,3
bldg_4d551e2b-bb6e-4bb3-9772-bc616bbb0ff8_lod2,kyoto,6
bldg_4d5f66be-3528-4452-ae26-255ea4601382_lod2,kyoto,2
bldg_4d6408f4-ac1a-4e55-a141-757e86ece7b9_lod2,kyoto,7
bldg_4d66d496-d3e6-4258-88d3-7102d9c15b98_lod2,kyoto,6
bldg_4d6aa04f-b87f-4092-be80-db2af499d274_lod2,kyoto,6
bldg_4d70e514-9de9-4020-ba70-9af1b94fca41_lod2,kyoto,6
bldg_4d8fba2f-152a-499b-a9eb-dd7bca336d45_lod2,kyoto,2
bldg_4d97e838-cb39-425f-8b1d-8485b2660323_lod2,kyoto,6
bldg_4d9a4190-15d8-4827-a7dd-6b9ce00739b8_lod2,kyoto,7
bldg_4da6a528-fc52-40d7-9728-ef269d05a2d7_lod2,kyoto,6
bldg_4da7ec61-4044-4ba9-8e19-ac148efb79dd_lod2,kyoto,6
bldg_4db24d3d-7935-4ff5-a0f9-1b47de0ec3ec_lod2,kyoto,6
bldg_4db34bf5-81c9-423c-8eff-c527da65efe7_lod2,kyoto,6
bldg_4dcc2ea3-1254-4e89-b309-f7c93f5db0ca_lod2,kyoto,3
bldg_4dd75466-03de-47c3-96a0-48a7a6685e85_lod2,kyoto,7
bldg_4ddb331e-3298-4544-bf66-bb4a9aed486f_lod2,kyoto,6
bldg_4de99857-3f29-4980-a6a5-8e91c365163e_lod2,kyoto,6
bldg_4ded22a4-4638-4709-8573-e4f566fab30d_lod2,kyoto,3
bldg_4dee12b0-89db-4908-85c3-94fe325d29b3_lod2,kyoto,6
bldg_4df025af-3b96-4541-be01-842bb71581a0_lod2,kyoto,3
bldg_4e098452-b0e2-40e4-9804-b44d6f82a15c_lod2,kyoto,3
bldg_4e0e4bb9-02a9-498c-b073-2c8f4f02e953_lod2,kyoto,7
bldg_4e0fa090-58fa-4ff8-b68e-c9ced9a02946_lod2,kyoto,7
bldg_4e1f5e20-05bd-4777-abc3-5b8e4c64b031_lod2,kyoto,6
bldg_4e2ebdee-6743-4afb-aec3-dc7a385f5a47_lod2,kyoto,7
bldg_4e36a68d-3c0e-450d-8e83-2ef33522f8f1_lod2,kyoto,6
bldg_4e460460-dc4a-4170-8a69-94d29aa0eeca_lod2,kyoto,7
bldg_4e6271db-3ffc-4c77-ada0-fbe27ab5d0d2_lod2,kyoto,6
bldg_4e69c37e-24c4-4326-9736-c5443dd58f80_lod2,kyoto,3
bldg_4e7e93e6-77c1-426e-9310-c313402f7ac8_lod2,kyoto,3
bldg_4e88217d-8e28-41c5-bd30-6393e5cd2a82_lod2,kyoto,3
bldg_4e89e930-2af4-4238-b42b-eac7031d3ac6_lod2,kyoto,6
bldg_4e9a04f6-32cd-41e3-b186-fb5618d86b20_lod2,kyoto,6
bldg_4ebc462a-12fc-45a3-aca6-abee09726473_lod2,kyoto,6
bldg_4ec91765-f8ef-4345-998c-69576193bac5_lod2,kyoto,5
bldg_4ed1be06-9bf5-459f-8144-4f56ad67c4b0_lod2,kyoto,6
bldg_4ef4bf1a-9c0b-49ad-a493-aff968100134_lod2,kyoto,3
bldg_4efc4b3f-b404-44a3-8464-6c3b2a6232bf_lod2,kyoto,6
bldg_4efec91e-9e5e-45bb-b79f-7e186bb248c7_lod2,kyoto,6
bldg_4f26c6e7-3fb9-41ff-936a-8fb5f95ed082_lod2,kyoto,6
bldg_4f3fbac2-9f36-47ce-b5c9-0579f745770f_lod2,kyoto,6
bldg_4f45dcad-4c02-4efc-840b-69aa7ce92441_lod2,kyoto,6
bldg_4f5a701c-8a13-4078-be68-ece97c02a235_lod2,kyoto,6
bldg_4f601134-6ca9-40d5-bdeb-fac1f8cc385b_lod2,kyoto,3
bldg_4f69c515-5d09-4f6f-83ab-086412a14261_lod2,kyoto,3
bldg_4f806bbf-995a-4338-88f2-c13657e2a594_lod2,kyoto,7
bldg_4fc6b939-b1c5-4a3f-8494-6a287a48688b_lod2,kyoto,6
bldg_4fca0902-ba47-48f4-93fd-77cd6c4963b9_lod2,kyoto,3
bldg_4fdd805a-34e8-483c-991f-cb13f418941f_lod2,kyoto,6
bldg_4fe85f18-bf24-4a17-b5e4-77d87ee4aac4_lod2,kyoto,7
bldg_4fe92a8a-aba7-46d2-a7cc-e7a040be38ae_lod2,kyoto,3
bldg_4fef8324-34c7-4656-8b7f-6325522b95f1_lod2,kyoto,3
bldg_4ff003b0-ae82-4ea0-9047-8b3dd10891b2_lod2,kyoto,3
bldg_4ff8492f-dfee-4b72-a413-0fdb016e2794_lod2,kyoto,3
bldg_5a15f1b7-68d0-4162-996c-00559794fee0_lod2,kyoto,7
bldg_5a36578b-3860-49d6-a77c-0e469f8219df_lod2,kyoto,6
bldg_5a56613b-423d-43d7-8003-d9a5bff9e0de_lod2,kyoto,3
bldg_5a681004-72ac-48a2-92cd-f57eb57a90eb_lod2,kyoto,6
bldg_5a7fd069-39d2-490c-99b8-7979584e0d7c_lod2,kyoto,7
bldg_5a998ba1-0498-4bdd-a3c4-970aed918348_lod2,kyoto,3
bldg_5a9cbfe6-6a0f-4c93-94b1-8e664e9da8e6_lod2,kyoto,3
bldg_5aa05962-91bb-4bc6-80ef-5d9b1592ab60_lod2,kyoto,6
bldg_5aad1a28-9177-4695-87b1-c37702612889_lod2,kyoto,3
bldg_5ae15c95-cbf9-4544-8fb7-6dbcf26d0287_lod2,kyoto,3
bldg_5b064d12-656f-4f20-815a-fb834b3fa5a0_lod2,kyoto,6
bldg_5b07eaf3-58d3-4e29-8ff2-22cd37d715d0_lod2,kyoto,3
bldg_5b195a11-8e81-4d13-ab3c-5eaafc47fa09_lod2,kyoto,2
bldg_5b1f815f-7841-4e4a-9d18-f43ad0b23a89_lod2,kyoto,6
bldg_5b29c9af-67c6-411e-8b57-9fcab0a1bf75_lod2,kyoto,7
bldg_5b352f56-1ad9-42bf-9f2c-5a997bfbd747_lod2,kyoto,7
bldg_5b6e5f0c-1505-4ea9-bd47-36a2e1780696_lod2,kyoto,2
bldg_5b7860e4-bdc6-41cb-a53f-2c922b58f9f8_lod2,kyoto,6
bldg_5b90a714-ad9a-4cc6-8bf0-51f99f1d560e_lod2,kyoto,3
bldg_5b974ff4-9131-4ac5-a2db-097a67eb2c56_lod2,kyoto,2
bldg_5bac659d-bdd8-4b88-94aa-74ba19929e8c_lod2,kyoto,6
bldg_5bbe3f3d-7fdc-4fcd-8f24-781c4023c420_lod2,kyoto,6
bldg_5bf0b057-beaa-40e8-ad6e-7c876c9e81e4_lod2,kyoto,7
bldg_5bfc3e88-a153-4ef6-841d-e1356d021c44_lod2,kyoto,6
bldg_5c2ffba4-caef-480b-a948-57bc733496aa_lod2,kyoto,6
bldg_5c36d4b7-0cdb-43d0-a79e-0618a8d8e0ee_lod2,kyoto,6
bldg_5c45bfda-036f-4d7a-908a-be1575335309_lod2,kyoto,6
bldg_5c46af5a-1bd7-4d50-898f-c9223c8f1f40_lod2,kyoto,6
bldg_5c5f5096-89f2-433f-9db4-d0599d64cc1f_lod2,kyoto,6
bldg_5c6ca172-ba74-4175-8178-6f951c68d899_lod2,kyoto,3
bldg_5c7e2601-3f99-402d-ac1c-b85e720051e0_lod2,kyoto,6
bldg_5c8f572c-5b41-4311-9768-ff1c77bf1c33_lod2,kyoto,6
bldg_5c8fff39-72fd-4fb6-acb5-00a153304ddb_lod2,kyoto,3
bldg_5c908f7d-b5b0-4930-921e-2a5b236d589b_lod2,kyoto,7
bldg_5c954d14-c9b3-416b-a5ff-7c46e3e709dc_lod2,kyoto,7
bldg_5caab537-6439-4b16-a9c0-5222c055af5d_lod2,kyoto,3
bldg_5cb949a5-7281-4429-8886-cab1c0cd2971_lod2,kyoto,6
bldg_5cd39d40-2d97-4308-b531-a855c354a6de_lod2,kyoto,6
bldg_5ce31292-11c0-45d2-b737-6d8b2dd88722_lod2,kyoto,7
bldg_5ce750fb-00dd-44c0-bc20-9163c91d8a45_lod2,kyoto,3
bldg_5d13adf2-02a8-4bc6-b363-871bce49c473_lod2,kyoto,6
bldg_5d218732-d541-438d-8427-fc8089502c12_lod2,kyoto,6
bldg_5d221942-2b9a-4cdf-a154-fedad757a585_lod2,kyoto,6
bldg_5d31f3b4-e8e1-4027-96a6-7a6c4018400b_lod2,kyoto,6
bldg_5d3b7b80-2c54-4b09-901b-644fefd629df_lod2,kyoto,6
bldg_5d3bae54-168c-44b9-9611-12fdf3156d36_lod2,kyoto,7
bldg_5d48fb3a-9737-40d5-9f1c-aeca77506a9a_lod2,kyoto,3
bldg_5d53176b-e0a4-45e1-9890-b62f6b35d204_lod2,kyoto,3
bldg_5d56e406-6823-4304-8f9e-208ce377e78a_lod2,kyoto,6
bldg_5d5b80dc-c18b-421e-abd8-ad7f439a94f3_lod2,kyoto,6
bldg_5d6a3ae3-e0d3-4aea-9e9c-d704b2f295ac_lod2,kyoto,6
bldg_5d7c107e-5a18-43af-8a73-b8c032aa06c3_lod2,kyoto,6
bldg_5d8f3d11-6e8b-478b-86eb-1ab9a83a34b7_lod2,kyoto,5
bldg_5d97e7e2-dc7f-4f77-ae2d-c2230300c83a_lod2,kyoto,7
bldg_5d9c1bbb-635e-4667-8f1c-828abff0ff79_lod2,kyoto,3
bldg_5da9be83-4bf0-4c7a-a035-11af8fa763b2_lod2,kyoto,6
bldg_5dba6976-89de-4a5a-9bc7-feaebc864cf0_lod2,kyoto,2
bldg_5dc93c43-163f-4b84-a89c-e207aff9f9e2_lod2,kyoto,6
bldg_5dcaaa05-f3d8-462b-917f-58961fcb19fe_lod2,kyoto,7
bldg_5dcc77eb-33f2-4d72-9e07-397b240b7601_lod2,kyoto,1
bldg_5dd6bb50-ef7c-40e8-bf51-e2e9bfea9dc4_lod2,kyoto,3
bldg_5dda413d-d7a3-4193-8d42-3b1bf547b1e1_lod2,kyoto,6
bldg_5de19c99-514e-40b2-84d7-2b87314e9ef2_lod2,kyoto,6
bldg_5df538a6-ed3c-442e-bfdd-a7428f97e883_lod2,kyoto,3
bldg_5dfe3bd3-8899-4735-9e60-89bf21e393be_lod2,kyoto,3
bldg_5e093363-ba8f-453c-94e6-2917dcce6b78_lod2,kyoto,6
